ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1155559304,Support The Local Drunx,Music,Music,USD,2015-10-12,2000.0,2015-09-12 05:24:09,100.0,undefined,0,"N,0""",,100.0,2000.0
636558383,Judeo by Hillel Tigay: Modern Music from the Past,World Music,Music,USD,2012-11-09,15000.0,2012-10-26 03:28:12,21273.0,successful,290,US,21273.0,21273.0,15000.0
2070706475,Astonishing Swordsmen & Sorcerers of Hyperborea,Games,Games,USD,2012-01-16,6000.0,2011-12-13 21:53:10,13216.0,successful,184,US,13216.0,13216.0,6000.0
342897424,Sparkling animals,Design,Design,EUR,2017-03-04,10000.0,2017-02-02 16:24:14,0.0,failed,0,IT,0.0,0.0,10606.03
761319371,Dino Space Crew Enamel Pins and Stickers,Accessories,Fashion,MXN,2017-07-28,28000.0,2017-06-13 21:55:27,31030.0,successful,68,MX,651.62,1749.06,1578.27
913670480,Dare To Dream: The Living Room Tour by Kelsie.Janel,Music,Music,USD,2016-01-12,1500.0,2015-12-13 15:03:08,0.0,undefined,0,"N,0""",,0.0,1500.0
900919506,Zombie Apocalypse,Digital Art,Art,USD,2014-09-06,9375.0,2014-08-07 01:02:03,4.0,failed,2,US,4.0,4.0,9375.0
1372868864,3D Game Engine und deutsche Tutorials,Video Games,Games,EUR,2016-02-28,10000.0,2016-01-29 16:58:43,1.0,failed,1,DE,1.09,1.1,10969.96
722857461,"Devon Diep ""GREEN DRAGON PROJECT"" Short-Film/Music Video",Music Videos,Film & Video,USD,2015-04-24,8000.0,2015-03-26 17:03:34,8620.0,successful,32,US,8620.0,8620.0,8000.0
1317979144,"The Dead Cult - Hand-Crafted, Antiqued Ouija Boards",Crafts,Crafts,GBP,2013-06-04,950.0,2013-05-14 17:23:37,1236.0,successful,30,GB,1897.61,1925.2,1479.73
605521608,T.L.O.S. Productions Publishing Department,Publishing,Publishing,USD,2017-07-26,15000.0,2017-06-11 18:41:55,50.0,failed,1,US,0.0,50.0,15000.0
1145970830,Madtown Residency,Art,Art,USD,2011-01-08,2500.0,2010-12-09 03:42:36,65.0,failed,3,US,65.0,65.0,2500.0
162607235,Pretty Empty,Film & Video,Film & Video,USD,2017-03-23,1500.0,2017-02-06 16:12:46,1770.0,successful,17,US,45.0,1770.0,1500.0
758284398,Let us record the album: INDEPENDENT FOLK,Country & Folk,Music,USD,2013-12-31,5000.0,2013-12-01 17:07:51,127.0,failed,2,US,127.0,127.0,5000.0
207083364,Hannah Cottrell Debut EP (Canceled),Jazz,Music,USD,2015-10-23,1000.0,2015-09-26 00:01:45,10.0,canceled,1,US,10.0,10.0,1000.0
2046166902,My adventure into Self-employment,Mixed Media,Art,GBP,2016-03-08,750.0,2016-01-08 11:36:26,3480.0,successful,80,GB,5091.15,4973.7,1071.92
1662289006,Graywalkers: Purgatory (Turn-Based Post-Apocalyptic RPG),Video Games,Games,USD,2014-11-04,40000.0,2014-09-25 03:05:18,47305.13,successful,1178,US,47305.13,47305.13,40000.0
672534695,Spring Mill Farmers Market in Conshohocken and Whitemarsh,Farmer's Markets,Food,USD,2016-05-05,5000.0,2016-03-30 18:11:31,818.0,failed,25,US,818.0,818.0,5000.0
1670976247,I'm Making flavable Candy Apples and Getting a Food Truck,Food Trucks,Food,USD,2014-08-29,500.0,2014-07-30 19:00:57,1.0,failed,1,US,1.0,1.0,500.0
1521064670,Instincts,Science Fiction,Film & Video,USD,2016-12-13,4000.0,2016-11-13 16:49:47,4985.43,successful,36,US,130.0,4985.43,4000.0
753508823,Norm Sherman CD-- The Esoteric Order of Sherman,Rock,Music,USD,2011-12-12,2500.0,2011-11-08 19:16:46,2800.0,successful,99,US,2800.0,2800.0,2500.0
2028630553,"The Kissers new album: ""Three Sails""",World Music,Music,USD,2014-11-24,3000.0,2014-10-25 22:52:04,4606.5,successful,135,US,4606.5,4606.5,3000.0
1247435541,Making XBOX 360 laptops that will be portable and fun,Gaming Hardware,Games,USD,2014-09-12,1500.0,2014-07-14 06:32:31,52.0,suspended,7,US,52.0,52.0,1500.0
1411438619,Supervillain of the Day: Season 1 Omnibus,Fiction,Publishing,USD,2013-12-23,200.0,2013-11-23 18:56:59,465.0,successful,15,US,465.0,465.0,200.0
1025722498,PatentSlice.com-Automated Patent Drill-Down & Analysis Tool,Web,Technology,USD,2017-03-23,5000.0,2017-02-21 21:37:27,0.0,failed,0,US,0.0,0.0,5000.0
543824794,BirdieUp Social Golf App,Apps,Technology,USD,2016-06-04,22500.0,2016-05-05 03:14:07,300.0,failed,2,US,300.0,300.0,22500.0
80216582,Over the Horizon - A New Musical,Theater,Theater,USD,2013-08-01,1100.0,2013-06-03 21:04:31,155.0,failed,4,US,155.0,155.0,1100.0
2030583074,Sadie's Snax,Food,Food,USD,2015-01-03,500.0,2014-12-04 19:00:53,0.0,failed,0,US,0.0,0.0,500.0
964298892,GlowCicle™ - Frozen party pops that glow in the dark!,Events,Food,USD,2016-01-13,15000.0,2015-12-03 21:40:51,761.11,failed,12,US,761.11,761.11,15000.0
871590089,SPIDORA  - A New Film By Fred Olen Ray,Shorts,Film & Video,USD,2013-09-27,15000.0,2013-08-28 22:55:50,15951.0,successful,128,US,15951.0,15951.0,15000.0
1429386569,inBOLD Business Solutions,Software,Technology,CAD,2014-09-18,50000.0,2014-08-19 05:15:19,0.0,failed,0,CA,0.0,0.0,45545.64
1344432773,NINJA HIGH SCHOOL Expandable Card Game,Playing Cards,Games,USD,2016-05-21,3875.0,2016-04-21 15:03:04,8943.0,successful,115,US,8943.0,8943.0,3875.0
522297660,Breaking Bad Playing Cards by Albino Dragon,Playing Cards,Games,USD,2015-01-01,10000.0,2014-12-09 15:49:18,11751.0,successful,273,US,11751.0,11751.0,10000.0
298764784,THE UNIVERSAL RAIN HELMET VISOR: 100% innovative and stylish,Product Design,Design,EUR,2017-12-10,7500.0,2017-11-02 01:57:18,7506.0,successful,54,FR,80.29,8861.55,8854.47
1813491990,emotion 93 (short film),Narrative Film,Film & Video,USD,2015-07-07,2400.0,2015-06-05 01:17:08,2721.0,successful,32,US,2721.0,2721.0,2400.0
1185002315,Modern Times- A Graphic Commentary,Zines,Publishing,GBP,2014-06-13,1000.0,2014-05-14 18:36:32,1011.0,successful,40,GB,1705.99,1714.87,1696.21
972527836,Smart Carbon Case & Mounts For iPhone,Design,Design,USD,2013-03-20,1000.0,2013-03-05 04:59:12,1010.0,successful,10,US,1010.0,1010.0,1000.0
1136962760,"Pizza Dice, Adventure Dice, and More?",Tabletop Games,Games,USD,2017-04-20,4000.0,2017-03-30 20:55:59,4782.0,successful,269,US,1745.0,4782.0,4000.0
767235161,The Bam Margera Statue Project (Canceled),Art,Art,CAD,2014-06-08,100000.0,2014-05-09 17:54:23,1.0,canceled,1,CA,0.92,0.92,92174.39
1050286409,Death Runs in the Family: A Dark Zombedy About Family and Friendship. ,Fiction,Publishing,USD,2010-08-16,3000.0,2010-05-18 23:34:54,3025.0,successful,45,US,3025.0,3025.0,3000.0
1204085383,Codex Infernus: The Savage Guide to Hell (Revised),Tabletop Games,Games,USD,2015-10-01,6500.0,2015-09-01 19:01:48,9953.0,successful,310,US,9953.0,9953.0,6500.0
316871509,Hungry AR Game,Apps,Technology,USD,2016-03-16,8000.0,2016-02-10 16:00:53,1162.0,failed,15,US,1162.0,1162.0,8000.0
863989262,Cotton's Cafe - All-Natural Dog Treats baked with MS produce,Small Batch,Food,USD,2016-12-25,10000.0,2016-11-25 01:58:46,10193.0,successful,82,US,168.0,10193.0,10000.0
685394858,"GI OUTHAGATE ""EP"" :THE ANTICIPATION""Determination over Pride",Hip-Hop,Music,USD,2016-04-06,20000.0,2016-03-07 01:20:04,0.0,failed,0,US,0.0,0.0,20000.0
1391069286,Nerve Endings: The New Trans Erotic,Anthologies,Publishing,USD,2017-01-08,4500.0,2016-12-07 20:03:33,17767.0,successful,593,US,6423.0,17767.0,4500.0
1375050296,G.I. K9,Pet Fashion,Fashion,USD,2015-03-26,2000.0,2015-02-24 18:36:03,0.0,failed,0,US,0.0,0.0,2000.0
1283022807,Break Mission Vol.12,Workshops,Dance,GBP,2015-09-06,625.0,2015-08-07 20:19:00,1109.0,successful,21,GB,1731.58,1710.42,963.94
1881597232,Underfuse :: Performance Pocket,Product Design,Design,USD,2012-01-16,11500.0,2011-12-08 20:43:07,12808.0,successful,274,US,12808.0,12808.0,11500.0
141167823,IoT for Child Healthcare,Web,Technology,CAD,2015-08-29,10000.0,2015-07-30 23:37:12,0.0,failed,0,CA,0.0,0.0,7558.58
360251831,Organic caravan cafe and market travelling the Uk,Food Trucks,Food,GBP,2017-06-24,1000.0,2017-05-25 22:32:08,1000.0,successful,6,GB,62.25,1297.81,1297.81
1314326631,Joel Gelman directs Waiting For Godot,Theater,Theater,USD,2010-06-14,1000.0,2010-05-12 01:01:51,1155.0,successful,35,US,1155.0,1155.0,1000.0
281166517,Mashizan - Elegant Shoes For Women,Fashion,Fashion,USD,2014-01-05,30000.0,2013-12-06 15:37:37,4435.0,failed,12,US,4435.0,4435.0,30000.0
1371177049,Group of Deviants - Album,Rock,Music,USD,2013-04-21,10000.0,2013-03-22 22:38:09,0.0,failed,0,US,0.0,0.0,10000.0
894809410,Ira Finkelstein's Christmas,Film & Video,Film & Video,USD,2011-03-26,10000.0,2011-02-24 03:34:33,11485.0,successful,72,US,11485.0,11485.0,10000.0
1392369866,Props for Far From Ordinary,Dance,Dance,USD,2013-02-23,400.0,2013-01-19 00:12:11,130.0,failed,6,US,130.0,130.0,400.0
1165495722,Kickstart Dreams and Prayers: A Far Cry's New Album!,Classical Music,Music,USD,2013-11-05,25000.0,2013-10-04 20:25:14,27245.0,successful,378,US,27245.0,27245.0,25000.0
1764983831,Happy little art project,Painting,Art,USD,2016-09-02,5000.0,2016-08-03 20:05:16,0.0,failed,0,US,0.0,0.0,5000.0
1097288504,Parched,Video Games,Games,USD,2011-08-15,7000.0,2011-07-09 22:18:17,380.0,failed,13,US,380.0,380.0,7000.0
795113739,Oracle Series - Publish Book 4 (receive autographed books),Fiction,Publishing,USD,2013-06-30,5000.0,2013-06-03 23:05:32,5145.0,successful,18,US,5145.0,5145.0,5000.0
132986532,Infiny Athletic: The New Look of Greatness!,Fashion,Fashion,USD,2012-12-12,25000.0,2012-11-12 20:19:23,725.0,failed,12,US,725.0,725.0,25000.0
2116734046,Little girl wants to learn how to paint,Painting,Art,USD,2014-08-08,7.0,2014-07-09 20:54:07,51.0,successful,3,US,51.0,51.0,7.0
1636420399,HANNIBAL & HAMILCAR,Tabletop Games,Games,GBP,2017-05-13,20000.0,2017-04-19 19:00:33,263443.0,successful,3514,GB,72848.43,342810.48,26025.4
139325876,Isles of Arthanos,Video Games,Games,USD,2016-05-19,176000.0,2016-04-19 12:19:29,3228.0,failed,50,US,3228.0,3228.0,176000.0
732552858,The Road to Xian ...part 1,Fiction,Publishing,GBP,2014-09-29,750.0,2014-08-30 19:25:53,50.0,failed,1,GB,82.92,80.33,1204.97
1097496844,DO YOU LIKE AWESOME COMICS? HERE'S ONE FOR YA...,Comics,Comics,USD,2010-10-01,500.0,2010-07-30 00:07:22,550.0,successful,12,US,550.0,550.0,500.0
1121377797,Rural Produce Garden Initiative,Community Gardens,Food,USD,2015-02-16,1000.0,2015-01-20 22:22:33,132.0,failed,5,US,132.0,132.0,1000.0
1067497271,Nemesis VR,Video Games,Games,GBP,2017-10-18,7000.0,2017-09-18 21:49:27,176.0,canceled,9,GB,0.0,232.08,9230.44
1122012119,"Cookies in a Snap, cut, shape and bake cookies in a SNAP!",Product Design,Design,USD,2016-05-26,10000.0,2016-04-11 11:27:19,3811.5,failed,88,US,3811.5,3811.5,10000.0
294466121,"Portraits, landscapes, and a 8 foot by 9 foot Masterwork",Painting,Art,USD,2012-06-30,1500.0,2012-05-29 22:40:24,1956.0,successful,5,US,1956.0,1956.0,1500.0
292593602,BLEAK! Comedy Dares Austin,Documentary,Film & Video,USD,2011-05-01,2000.0,2011-04-19 17:45:34,2105.47,successful,54,US,2105.47,2105.47,2000.0
1084559764,The Absentee - Interdimensional Sci-Fi Demonic Possession!,Comic Books,Comics,USD,2014-07-09,2000.0,2014-06-09 01:00:57,3445.0,successful,75,US,3445.0,3445.0,2000.0
1981227211,PERINI BIKINIS,Fashion,Fashion,USD,2013-03-16,15000.0,2013-02-14 02:26:23,15435.0,successful,66,US,15435.0,15435.0,15000.0
529911061,Make Peter Pan Fly!,Performance Art,Art,USD,2014-04-14,5500.0,2014-03-17 16:48:52,5925.0,successful,86,US,5925.0,5925.0,5500.0
1085192354,DogTagPillBox©® .com : Mil-Spec 5 Models To Make A Statement,Product Design,Design,USD,2015-03-29,2500.0,2015-02-27 09:09:44,2859.0,successful,33,US,2859.0,2859.0,2500.0
1294638822,1988 Los Angeles Dodgers-Give a teacher a chance to be an author,Nonfiction,Publishing,USD,2010-05-28,2600.0,2010-03-01 20:42:07,50.0,failed,1,US,50.0,50.0,2600.0
1262371688,Dallas-Based Horror Project,Film & Video,Film & Video,USD,2011-06-11,30000.0,2011-03-22 14:16:27,0.0,failed,0,US,0.0,0.0,30000.0
757502916,John's Portrait Expansion Project,Art,Art,USD,2013-09-01,850.0,2013-07-22 18:53:27,0.0,failed,0,US,0.0,0.0,850.0
483856418,Online Violin Videos,Classical Music,Music,USD,2013-02-09,3550.0,2013-01-10 12:27:39,3622.0,successful,21,US,3622.0,3622.0,3550.0
1762397272,Monday,Drama,Film & Video,GBP,2015-05-27,1000.0,2015-05-09 13:00:49,0.0,failed,0,GB,0.0,0.0,1525.74
1058119599,Spread The Love Jams & Jellies,Small Batch,Food,USD,2015-05-21,23000.0,2015-04-21 02:40:23,23463.0,successful,136,US,23463.0,23463.0,23000.0
893744611,Carpet Bomb Comics Launch!  Help us raise money for printing and get great incentives,Comics,Comics,USD,2010-06-21,1650.0,2010-05-25 01:18:14,1881.0,successful,38,US,1881.0,1881.0,1650.0
1590865845,Artisan Photo Calendar on mini-easel: Colorado landscapes,Design,Design,USD,2014-12-12,500.0,2014-12-05 18:09:16,1542.0,successful,25,US,1542.0,1542.0,500.0
1101397661,"Booklet featuring ""Quiet Please"", an art show about tennis.",Mixed Media,Art,USD,2016-08-29,600.0,2016-08-02 21:54:07,910.0,successful,15,US,261.0,910.0,600.0
117401323,Hands That Feed: Haiti's food crisis and post-quake opportunities for sustainability.,Documentary,Film & Video,USD,2010-08-03,15000.0,2010-06-25 18:22:07,15800.68,successful,216,US,15800.68,15800.68,15000.0
1011584108,Cimmerian Space Realtime 3D Browser Game,Games,Games,GBP,2014-10-14,5000.0,2014-09-02 15:59:11,1360.0,failed,36,GB,2256.74,2192.24,8059.71
1756108665,No More New (t-shirts),Fashion,Fashion,USD,2011-12-16,5000.0,2011-11-15 11:45:37,7875.0,successful,176,US,7875.0,7875.0,5000.0
1828061972,THE BEGINNING OF A NEW DAWN ANTI-GRAVITY AIR CRAFT PROTOTYPE,Flight,Technology,CAD,2016-11-01,10000000.0,2016-09-09 22:04:52,83.0,failed,5,CA,0.78,61.79,7444353.46
1152432574,Henry's Hotties: an irreverant party game about court life,Tabletop Games,Games,USD,2017-06-12,13000.0,2017-05-13 07:18:05,1738.0,failed,42,US,555.0,1738.0,13000.0
2011469216,Firelight Survival Flashlight,Gadgets,Technology,USD,2015-11-02,30000.0,2015-10-03 20:21:55,3205.0,failed,20,US,3205.0,3205.0,30000.0
1908935879,Let's Talk Sarcoidosis On The Road,Television,Film & Video,USD,2017-02-18,3000.0,2017-01-19 14:30:51,0.0,canceled,0,US,0.0,0.0,3000.0
1161767229,The Curse of ReVista Vasta - Central Florida Horror Film,Film & Video,Film & Video,USD,2011-03-25,6800.0,2011-02-23 17:53:42,30.0,failed,2,US,30.0,30.0,6800.0
2044113734,Mæry Queens Web Series,Webseries,Film & Video,USD,2015-08-17,2000.0,2015-07-18 06:11:41,2001.0,successful,20,US,2001.0,2001.0,2000.0
1795275470,A Noteworthy New Year,Painting,Art,USD,2012-09-30,1689.0,2012-08-14 01:43:52,346.0,failed,6,US,346.0,346.0,1689.0
698521,GLOW: Animation Feature surely to blow your heart wide open!,Animation,Film & Video,USD,2014-06-27,125000.0,2014-05-28 14:49:01,21390.0,failed,96,US,21390.0,21390.0,125000.0
884463533,THE W?VY COLLECTION XX13,Fashion,Fashion,USD,2013-04-05,2000.0,2013-03-03 17:53:02,2200.0,successful,29,US,2200.0,2200.0,2000.0
1077194810,"Unlimited Edition, 1 of 6,227,020,800",Art,Art,USD,2012-04-21,1000.0,2012-03-16 21:12:29,4171.0,successful,36,US,4171.0,4171.0,1000.0
368367035,Models in Shorts,Webseries,Film & Video,USD,2016-02-20,20000.0,2016-01-21 02:10:45,20.0,failed,2,US,20.0,20.0,20000.0
1056365129,HellEyes Comic,Comic Books,Comics,CAD,2017-02-01,350.0,2016-12-03 04:14:47,688.0,successful,11,CA,229.68,526.96,268.08
1265260546,DCI or DIE: The Capri Theatre Goes Digital,Theater,Theater,USD,2013-04-30,80000.0,2013-03-20 02:32:29,88240.69,successful,656,US,88240.69,88240.69,80000.0
1843229622,Centralia 2050 Issue 1+2,Comic Books,Comics,USD,2016-10-25,650.0,2016-10-04 09:00:11,1206.0,successful,54,US,65.0,1206.0,650.0
1134853988,Master Le Cosplay's: Avengers 2 Hulk Buster V2.0 Build,Wearables,Technology,USD,2014-08-15,8000.0,2014-07-16 22:20:34,106.0,failed,4,US,106.0,106.0,8000.0
2135743841,Illicit By Nature - My Story,Nonfiction,Publishing,GBP,2014-04-04,60.0,2014-03-28 01:13:40,5.0,failed,1,GB,8.27,8.29,99.43
2032682455,Eco Fashion Afterschool Club Pupil Capsule Collection @ CFW,Design,Design,GBP,2017-09-25,100.0,2017-09-05 17:18:32,1.0,failed,1,GB,0.0,1.34,133.89
93387451,"""How I Became A Sushi Chef"" - A Memoir by Kaz Matsune",Nonfiction,Publishing,USD,2018-01-31,7500.0,2018-01-01 14:26:31,134.0,live,4,US,52.0,134.0,7500.0
1358772326,"I AM THE THIRD ""Vanilla Sky"" Music Video",Indie Rock,Music,USD,2012-10-26,1000.0,2012-09-26 16:00:57,1008.45,successful,22,US,1008.45,1008.45,1000.0
374707459,Lassiter (A Short Film),Shorts,Film & Video,USD,2013-04-09,2000.0,2013-03-08 01:11:04,2010.0,successful,22,US,2010.0,2010.0,2000.0
2014895819,"Super Laces/SLi-Tie: ""Master The Power of Shoelace Tying""",Product Design,Design,USD,2017-04-22,8500.0,2017-03-23 15:45:17,560.0,canceled,6,US,360.0,560.0,8500.0
1851786257,Superhero book series illustration by Daniel Cubbage,Children's Books,Publishing,USD,2012-03-03,5000.0,2012-01-18 03:06:37,51.0,failed,2,US,51.0,51.0,5000.0
1128575687,URBAN KRAFT: Strongest Paper Bags & Accessories | Guaranteed,Product Design,Design,USD,2015-05-11,10000.0,2015-03-23 04:41:48,3709.0,suspended,72,US,3709.0,3709.0,10000.0
1364595724,Swidget™ Outlet: The Smart Home Device for All Platforms,Hardware,Technology,USD,2017-09-01,40000.0,2017-07-25 06:01:19,105886.0,successful,1244,US,14306.0,105886.0,40000.0
1078695825,The SF Rock Project Lending Library,Music,Music,USD,2012-05-11,10000.0,2012-04-11 17:56:54,11120.25,successful,196,US,11120.25,11120.25,10000.0
143555131,"A New Tent, Display Case & Signage for Lisas Cookie Jar",Food,Food,USD,2013-05-31,650.0,2013-05-16 04:03:35,56.5,failed,3,US,56.5,56.5,650.0
863328479,"""Trapped in Box..Logo"" The Book",Fiction,Publishing,USD,2017-06-01,1000.0,2017-05-02 03:28:07,91.0,failed,1,US,0.0,91.0,1000.0
1021728385,My New Haircut Webseries,Webseries,Film & Video,USD,2012-02-17,20000.0,2012-01-03 02:26:20,1945.0,failed,53,US,1945.0,1945.0,20000.0
1703841989,The Pete Mroz Project,Indie Rock,Music,USD,2011-04-12,20000.0,2011-01-20 15:11:27,20310.0,successful,130,US,20310.0,20310.0,20000.0
1671070001,Be A Part Of The Exchange's New EP!!,Rock,Music,USD,2011-02-11,3000.0,2011-01-12 07:12:37,3395.0,successful,34,US,3395.0,3395.0,3000.0
831699142,microSHARK The Smallest TITANIUM 22+ Function EDC Multi-Tool,Product Design,Design,USD,2016-01-22,399.0,2015-11-23 16:55:11,2888.0,successful,100,US,2888.0,2888.0,399.0
538111099,"MagBeam - Fresnel Lens Flash Extender + Gobos, by MagMod",Product Design,Design,USD,2016-04-15,25000.0,2016-03-01 14:58:40,301234.0,successful,1776,US,301234.0,301234.0,25000.0
611620069,Diner Porn USA: The Book,Nonfiction,Publishing,USD,2014-12-17,6500.0,2014-11-17 18:43:28,7500.0,successful,130,US,7500.0,7500.0,6500.0
1911017153,"Dash Electric: The modular, future-proof electric longboard",Product Design,Design,USD,2016-12-18,100000.0,2016-11-18 04:03:44,13004.0,failed,29,US,8737.0,13004.0,100000.0
1744178341,Upcycled Art Show (Canceled),Mixed Media,Art,USD,2012-09-15,5000.0,2012-07-26 00:38:52,0.0,canceled,0,US,0.0,0.0,5000.0
977098260,To all Indie Ears: Brit & the Cavalry bake an EP!,Indie Rock,Music,USD,2010-03-15,1000.0,2009-12-18 07:18:02,1000.0,successful,16,US,1000.0,1000.0,1000.0
2049228159,Life Path,Film & Video,Film & Video,USD,2011-03-19,3000.0,2010-12-19 04:24:33,615.0,failed,4,US,615.0,615.0,3000.0
1404809600,"""A Crocodile Named Tom"" - A Children's Book for Conservation",Children's Books,Publishing,USD,2013-06-23,1000.0,2013-04-24 04:19:22,1000.0,successful,18,US,1000.0,1000.0,1000.0
255210771,The ISHU. - First Anti Flash Scarf (Canceled),Apparel,Fashion,GBP,2016-03-27,190000.0,2016-02-26 13:03:04,0.0,canceled,0,GB,0.0,0.0,271883.0
568403530,"""Coldest Coozie""",Design,Design,USD,2017-10-08,55000.0,2017-08-09 23:03:12,1618.0,failed,76,US,775.0,1618.0,55000.0
1786088197,From a Number to a Name: The IPRC Prison Project,Zines,Publishing,USD,2014-08-07,4000.0,2014-07-08 20:55:54,5010.0,successful,83,US,5010.0,5010.0,4000.0
898042882,Rainchylde - debut EP (4 songs),Music,Music,SEK,2016-04-07,24500.0,2016-03-13 21:55:32,24540.0,undefined,0,"N,0""",,3000.7,2995.81
275733846,Upcycled Bike Tube iPad / Tablet Sling Case Built in the USA,Product Design,Design,USD,2014-01-11,2500.0,2013-12-12 18:23:56,2875.0,successful,58,US,2875.0,2875.0,2500.0
822938431,Rockin' A Hard Place - The Pilot Episode,Film & Video,Film & Video,USD,2013-05-07,10000.0,2013-04-07 19:54:55,14255.0,successful,135,US,14255.0,14255.0,10000.0
1926718059,El sulfato anatomico 2,Comedy,Film & Video,EUR,2016-07-02,20000.0,2016-05-03 13:52:55,1.0,failed,1,ES,1.15,1.11,22140.06
354500319,Chronicles of John Smith: Deception of the Daleks,Webseries,Film & Video,GBP,2013-08-03,2000.0,2013-06-04 21:02:23,515.0,failed,25,GB,782.97,799.57,3105.11
